[4, 123, 209, 245, 146, 35, 94, 159]
[12, 123, 209, 245, 146, 35, 94, 159]
[20, 123, 209, 245, 146, 35, 94, 159]
[28, 123, 209, 245, 146, 35, 94, 159]
[36, 123, 209, 245, 146, 35, 94, 159]
[44, 123, 209, 245, 146, 35, 94, 159]
[52, 123, 209, 245, 146, 35, 94, 159]
[60, 123, 209, 245, 146, 35, 94, 159]
[68, 123, 209, 245, 146, 35, 94, 159]
[76, 123, 209, 245, 146, 35, 94, 159]
[84, 123, 209, 245, 146, 35, 94, 159]
[92, 123, 209, 245, 146, 35, 94, 159]
[100, 123, 209, 245, 146, 35, 94, 159]
[108, 123, 209, 245, 146, 35, 94, 159]
[116, 123, 209, 245, 146, 35, 94, 159]
[124, 123, 209, 245, 146, 35, 94, 159]
[132, 123, 209, 245, 146, 35, 94, 159]
[140, 123, 209, 245, 146, 35, 94, 159]
[148, 123, 209, 245, 146, 35, 94, 159]
[156, 123, 209, 245, 146, 35, 94, 159]
[164, 123, 209, 245, 146, 35, 94, 159]
[172, 123, 209, 245, 146, 35, 94, 159]
[180, 123, 209, 245, 146, 35, 94, 159]
[188, 123, 209, 245, 146, 35, 94, 159]
[196, 123, 209, 245, 146, 35, 94, 159]
[204, 123, 209, 245, 146, 35, 94, 159]
[212, 123, 209, 245, 146, 35, 94, 159]
[220, 123, 209, 245, 146, 35, 94, 159]
[228, 123, 209, 245, 146, 35, 94, 159]
[235, 123, 209, 245, 146, 35, 94, 159]
[243, 123, 209, 245, 146, 35, 94, 159]
[251, 123, 209, 245, 146, 35, 94, 159]
[1, 48, 68, 41, 203, 98, 127, 178]
[9, 48, 68, 41, 203, 98, 127, 178]
[17, 48, 68, 41, 203, 98, 127, 178]
[25, 48, 68, 41, 203, 98, 127, 178]
[33, 48, 68, 41, 203, 98, 127, 178]
[41, 48, 68, 41, 203, 98, 127, 178]
[57, 48, 68, 41, 203, 98, 127, 178]
[65, 48, 68, 41, 203, 98, 127, 178]
[73, 48, 68, 41, 203, 98, 127, 178]
[81, 48, 68, 41, 203, 98, 127, 178]
[89, 48, 68, 41, 203, 98, 127, 178]
[97, 48, 68, 41, 203, 98, 127, 178]
[49, 48, 68, 41, 203, 98, 127, 178]
[105, 48, 68, 41, 203, 98, 127, 178]
[113, 48, 68, 41, 203, 98, 127, 178]
[121, 48, 68, 41, 203, 98, 127, 178]
[129, 48, 68, 41, 203, 98, 127, 178]
[137, 48, 68, 41, 203, 98, 127, 178]
[145, 48, 68, 41, 203, 98, 127, 178]
[169, 48, 68, 41, 203, 98, 127, 178]
[153, 48, 68, 41, 203, 98, 127, 178]
[161, 48, 68, 41, 203, 98, 127, 178]
[177, 48, 68, 41, 203, 98, 127, 178]
[185, 48, 68, 41, 203, 98, 127, 178]
[193, 48, 68, 41, 203, 98, 127, 178]
[201, 48, 68, 41, 203, 98, 127, 178]
[209, 48, 68, 41, 203, 98, 127, 178]
[217, 48, 68, 41, 203, 98, 127, 178]
[225, 48, 68, 41, 203, 98, 127, 178]
[233, 48, 68, 41, 203, 98, 127, 178]
[240, 48, 68, 41, 203, 98, 127, 178]
[248, 48, 68, 41, 203, 98, 127, 178]
